290.0000	10	0
628.7000	 6	338700000
553.1720	 2	-75528000
525.7035	 9	-27468528
490.9613	 5	-34742160
484.8302	 8	-6131085
465.8964	 6	-18933840
473.4846	 8	7588224
473.7014	 3	216744
473.5816	10	-119763
472.2983	10	-1283320
472.7181	 4	419850
473.0564	 8	338280
472.9647	10	-91680
472.8811	 5	-83590
472.9514	 4	70315
472.9875	 8	36100
472.9953	 1	7744
472.9962	 3	930
472.9976	 3	1350
472.9989	10	1368
